"YEAR","SEX","AGE","RACE","HISPAN","EDUC","EMPSTAT","INCTOT","FTOTINC"
2019,2,55,1,0,10,1,161000,175500
2019,2,95,1,0,6,3,57500,132900
2019,1,95,1,0,6,3,75400,132900
2019,2,61,1,0,8,1,73000,147400
2019,1,59,1,0,8,1,61400,147400
2019,2,24,1,0,11,1,13000,147400
2019,1,33,1,0,11,1,28000,119000
2019,2,34,1,0,11,1,91000,119000
2019,1,2,1,0,0,0,NA,119000
2019,1,27,1,0,10,1,86500,86500
2019,1,40,1,0,8,1,170000,318500
2019,2,39,1,0,11,1,148500,318500
2019,2,8,1,0,1,0,NA,318500
2019,1,6,1,0,1,0,NA,318500
2019,1,1,1,0,0,0,NA,318500
2019,2,85,1,0,7,3,48500,48500
2019,1,53,1,0,10,1,90000,112000
2019,2,53,1,0,10,1,22000,112000
2019,1,38,3,0,10,1,27600,84800
2019,1,41,3,0,6,1,48000,84800
2019,2,68,3,0,11,3,9200,84800
2019,1,33,1,0,6,1,27500,67500
2019,2,31,1,0,7,1,40000,67500
2019,1,57,1,0,10,1,108050,127050
2019,1,26,1,0,7,1,19000,127050
2019,1,35,2,0,6,1,62000,77300
2019,2,33,2,0,8,1,15300,77300
2019,1,2,2,0,0,0,NA,77300
2019,1,35,2,0,0,1,65000,65000
2019,1,68,1,0,6,3,22300,22300
2019,2,42,1,0,6,1,60000,90000
2019,1,49,3,0,8,1,30000,90000
2019,2,6,3,0,1,0,NA,90000
2019,1,43,3,0,6,1,75000,101600
2019,2,39,3,4,6,1,26600,101600
2019,2,17,3,4,5,3,0,101600
2019,1,12,3,4,2,0,NA,101600
2019,1,71,1,0,6,1,16600,16600
2019,1,73,1,0,11,1,97500,169890
2019,2,69,1,0,11,1,72390,169890
2019,2,95,3,3,0,3,28400,52400
2019,2,95,3,3,8,3,24000,52400
2019,2,95,3,0,6,3,0,0
2019,2,95,3,2,6,3,24000,24000
2019,1,70,1,0,7,1,26200,26200
2019,2,77,1,0,11,3,5700,15700
2019,1,71,3,0,7,3,10000,15700
2019,2,28,1,0,10,1,40000,40000
2019,2,45,1,0,7,1,67000,67000
2019,2,15,1,0,3,0,0,67000
2019,1,12,1,0,2,0,NA,67000
2019,2,28,1,0,10,1,20000,53600
2019,1,27,1,0,7,1,33600,53600
2019,1,59,1,0,6,1,70500,94000
2019,2,53,1,0,8,1,23500,94000
2019,2,64,1,0,8,1,48400,48400
2019,1,23,2,0,10,3,0,5000
2019,2,7,2,0,1,0,NA,5000
2019,2,3,2,0,1,0,NA,5000
2019,2,2,2,0,0,0,NA,5000
2019,2,46,2,0,6,3,5000,5000
2019,2,29,1,0,7,1,53600,103600
2019,1,27,1,0,8,1,50000,103600
2019,2,7,1,0,1,0,NA,103600
2019,2,2,1,0,0,0,NA,103600
2019,1,31,1,0,7,1,17800,17800
2019,1,35,3,4,6,1,24000,24000
2019,2,41,3,4,6,3,6200,24000
2019,1,14,3,4,2,0,NA,24000
2019,1,2,3,4,0,0,NA,24000
2019,1,54,3,4,0,1,32000,24000
2019,2,50,1,0,10,1,44600,84400
2019,1,69,1,0,10,1,39800,84400
2019,1,66,1,0,6,1,94600,104200
2019,2,66,1,0,7,3,9600,104200
2019,2,88,1,0,6,3,85000,85000
2019,2,47,1,0,7,1,60000,60000
2019,2,13,1,0,2,0,NA,60000
2019,1,10,1,0,1,0,NA,60000
2019,2,6,1,0,1,0,NA,60000
2019,2,52,3,0,11,1,57700,57700
2019,2,64,1,0,8,3,17900,43100
2019,1,71,1,0,6,3,25200,43100
2019,1,43,1,0,11,1,160000,260000
2019,2,41,1,0,11,1,1e+05,260000
2019,2,9,1,0,1,0,NA,260000
2019,2,6,1,0,1,0,NA,260000
2019,2,23,3,0,11,1,15400,60400
2019,1,23,1,0,6,1,45000,60400
2019,1,25,3,0,11,1,87000,87000
2019,1,64,1,0,10,1,9200,70200
2019,2,62,1,0,10,1,61000,70200
2019,1,53,1,0,6,1,80000,130000
2019,2,53,1,0,8,1,50000,130000
2019,1,77,1,0,10,3,25800,25800
2019,2,69,1,0,10,1,50600,50600
2019,2,74,1,0,10,3,30200,212200
2019,1,79,1,0,6,1,182000,212200
2019,2,56,2,0,2,3,8700,36900
2019,2,39,2,0,6,1,21700,36900
2019,2,36,2,0,6,2,0,36900
2019,2,15,2,0,3,0,0,36900
2019,2,9,2,0,1,0,NA,36900
2019,1,1,2,0,0,0,NA,36900
2019,1,19,2,0,6,3,6500,36900
2019,2,42,1,0,10,3,3000,93000
2019,1,43,1,0,10,1,90000,93000
2019,1,3,3,0,0,0,NA,93000
2019,1,42,1,0,7,3,8000,8000
2019,2,88,1,0,6,3,29700,29700
2019,1,23,3,0,10,1,24000,36000
2019,2,23,3,0,7,1,12000,36000
2019,1,27,1,0,10,1,58000,58000
2019,1,26,1,0,8,1,19000,19000
2019,2,23,1,0,10,1,88000,88000
2019,1,23,1,0,10,1,74000,88000
2019,1,39,1,0,11,1,65000,113000
2019,2,37,1,0,11,1,48000,113000
2019,2,10,1,0,1,0,NA,113000
2019,2,6,3,0,1,0,NA,113000
2019,1,47,1,0,11,1,87000,337000
2019,2,50,1,0,11,1,250000,337000
2019,1,15,1,0,3,0,0,337000
2019,1,12,1,0,2,0,NA,337000
2019,1,11,1,0,1,0,NA,337000
2019,2,89,1,0,10,3,7500,44000
2019,1,90,1,0,10,3,36500,44000
2019,1,55,1,0,11,1,189000,189000
2019,2,50,3,0,10,3,0,189000
2019,2,11,3,0,2,0,NA,189000
2019,1,7,3,0,1,0,NA,189000
2019,1,23,1,0,10,1,60000,60000
2019,1,57,1,0,6,1,65000,105000
2019,2,49,1,0,8,1,40000,105000
2019,1,49,1,0,10,1,125000,125000
2019,2,42,1,0,6,3,0,125000
2019,1,3,1,0,0,0,NA,125000
2019,1,66,1,0,7,3,31400,31400
2019,2,23,1,0,10,1,58000,58000
2019,2,60,1,0,8,3,50700,87700
2019,1,65,1,0,11,3,37000,87700
2019,2,48,1,0,10,1,60900,217500
2019,1,48,1,0,11,1,156600,217500
2019,1,0,1,0,0,0,NA,217500
2019,2,0,1,0,0,0,NA,217500
2019,2,33,1,0,11,1,58100,58100
2019,1,32,1,0,11,1,65000,58100
2019,1,64,1,0,11,1,74000,230000
2019,2,58,1,0,11,1,156000,230000
2019,2,51,1,0,7,1,12000,66000
2019,1,58,1,0,8,1,39000,66000
2019,1,27,1,0,8,1,15000,66000
2019,1,26,1,0,10,1,53000,103000
2019,2,26,1,0,10,1,50000,103000
2019,1,48,1,0,6,1,50000,50000
2019,2,49,1,0,10,1,56000,50000
2019,1,24,3,0,10,1,56000,56000
2019,2,24,1,0,10,1,30000,56000
2019,1,27,1,0,11,1,71500,71500
2019,1,27,1,0,10,1,85010,85010
2019,2,27,1,0,10,1,7600,7600
2019,2,46,1,0,6,1,85000,85000
2019,1,7,1,0,1,0,NA,85000
2019,2,88,1,0,7,3,49500,79500
2019,1,53,1,0,6,1,30000,79500
2019,1,68,2,0,2,3,11000,11000
2019,1,52,1,0,10,1,198000,373000
2019,2,50,3,0,11,1,175000,373000
2019,1,21,1,0,7,1,10000,10000
2019,2,20,1,0,7,1,11000,10000
2019,1,31,1,0,11,1,154040,154040
2019,2,73,2,0,7,3,26700,26700
2019,2,26,1,0,10,1,76000,76000
2019,1,39,2,0,7,1,30000,30000
2019,2,12,2,0,2,0,NA,30000
2019,1,9,2,0,1,0,NA,30000
2019,2,48,2,0,6,3,54190,54190
2019,1,28,1,0,10,1,85000,85000
2019,2,31,1,0,10,1,42500,42500
2019,2,61,1,0,11,1,4300,110300
2019,1,66,1,0,11,1,106000,110300
2019,2,34,1,0,10,1,71000,71000
2019,2,39,1,0,11,1,1e+05,1e+05
2019,2,91,1,0,1,3,32100,42080
2019,1,60,3,0,6,3,9980,42080
2019,2,28,1,0,11,1,75280,127280
2019,1,29,1,0,10,1,52000,127280
2019,1,71,2,0,6,3,0,20000
2019,2,22,2,0,7,1,20000,20000
2019,1,34,1,0,11,1,2e+05,2e+05
2019,2,28,1,0,10,1,65600,65600
2019,2,33,1,0,11,1,70000,70000
2019,1,53,1,0,10,1,95060,95060
2019,2,40,1,0,7,1,30000,70000
2019,1,46,2,0,6,1,40000,70000
2019,2,9,3,0,1,0,NA,70000
2019,2,37,3,0,5,1,25000,60160
2019,1,39,3,0,5,1,35000,60160
2019,2,17,3,0,5,2,0,60160
2019,2,16,3,0,4,1,160,60160
2019,2,9,3,0,1,0,NA,60160
2019,1,7,3,0,1,0,NA,60160
2019,2,51,1,0,11,1,221200,221200
2019,1,63,1,0,10,3,52380,442380
2019,2,54,1,0,11,1,343000,442380
2019,1,63,1,0,6,1,47000,442380
2019,1,53,1,0,10,3,52400,93400
2019,2,48,1,0,10,1,41000,93400
2019,2,13,1,0,2,0,NA,93400
2019,1,68,1,0,11,1,55000,120000
2019,2,69,1,0,6,1,65000,120000
2019,2,64,1,0,6,1,85000,85000
2019,2,75,3,0,6,1,38000,38000
2019,1,27,3,0,10,1,58100,58100
2019,1,37,3,4,10,1,84000,84000
2019,1,84,1,1,0,3,35500,52100
2019,2,74,1,0,6,3,16600,52100
2019,1,53,1,0,6,3,0,52100
2019,1,32,1,0,11,1,105000,165000
2019,2,31,1,0,11,1,60000,165000
2019,2,58,1,0,7,1,70000,70000
2019,2,29,3,0,10,1,21800,21800
2019,1,28,1,0,10,1,24000,21800
2019,2,34,1,0,11,1,230000,266000
2019,1,36,1,0,11,1,36000,266000
2019,1,4,1,0,1,0,NA,266000
2019,1,2,1,0,0,0,NA,266000
2019,2,30,1,0,10,1,45000,45000
2019,1,43,1,0,7,1,90000,90000
2019,1,32,1,0,10,1,6000,121000
2019,2,31,1,0,11,1,115000,121000
2019,2,26,1,0,6,1,44200,44200
2019,1,5,3,0,1,0,NA,44200
2019,1,35,1,0,7,1,10000,10000
2019,2,71,1,0,10,1,36100,36100
2019,2,40,2,0,7,1,50000,75000
2019,2,23,2,0,7,1,25000,75000
2019,2,18,2,0,5,3,0,75000
2019,2,0,2,0,0,0,NA,75000
2019,2,7,2,0,1,0,NA,75000
2019,2,78,1,0,6,3,13800,58600
2019,1,30,2,1,6,1,4800,58600
2019,2,29,3,0,11,1,40000,58600
2019,2,69,1,0,10,3,127900,127900
2019,2,55,1,0,11,1,80000,80000
2019,1,21,1,0,7,1,13700,13700
2019,1,21,1,0,7,1,3600,3600
2019,1,21,3,0,7,1,3400,3400
2019,1,21,1,0,7,1,3600,3600
2019,1,21,1,0,6,1,24000,24000
2019,1,21,1,0,6,1,38000,38000
2019,1,21,1,0,6,1,20000,20000
2019,1,21,3,0,7,1,14000,14000
2019,1,21,1,0,7,1,13000,13000
2019,1,21,1,0,7,1,150,150
2019,1,78,2,0,10,3,19500,19500
2019,2,59,2,0,6,3,0,0
2019,2,42,1,0,10,3,0,1e+05
2019,1,44,1,0,11,1,1e+05,1e+05
2019,1,6,1,0,1,0,NA,1e+05
2019,2,2,1,0,0,0,NA,1e+05
2019,2,46,1,0,10,1,70000,140000
2019,1,48,1,0,7,1,70000,140000
2019,2,7,1,0,1,0,NA,140000
2019,2,21,1,0,7,1,2900,2900
2019,2,59,1,0,11,1,476000,476000
2019,2,22,1,0,7,3,0,476000
2019,2,38,1,0,11,1,55000,108000
2019,1,40,1,0,10,1,53000,108000
2019,1,54,2,0,10,1,96000,96000
2019,1,50,3,0,7,1,27000,27000
2019,1,35,1,0,10,1,140000,150000
2019,2,36,1,0,10,1,10000,150000
2019,1,3,1,0,0,0,NA,150000
2019,1,0,1,0,0,0,NA,150000
2019,1,37,1,0,7,1,59000,59000
2019,1,31,1,0,7,1,50000,50000
2019,2,29,2,0,7,1,40000,40000
2019,2,64,1,0,6,3,14400,14400
2019,1,27,1,0,10,1,474700,474700
2019,1,60,1,0,10,1,99000,99550
2019,2,54,1,0,10,3,550,99550
2019,1,14,1,0,2,0,NA,99550
2019,1,76,1,0,10,3,309200,309200
2019,1,36,1,0,11,1,28000,28000
2019,2,28,1,0,10,1,40000,40000
2019,1,27,2,1,10,2,0,0
2019,1,33,1,0,10,1,102000,204000
2019,2,30,1,0,10,2,102000,204000
2019,1,1,1,0,0,0,NA,204000
2019,2,0,1,0,0,0,NA,204000
2019,1,60,1,0,7,3,20100,20100
2019,2,48,1,0,10,1,46300,110300
2019,1,48,1,0,10,1,64000,110300
2019,2,25,2,0,6,1,17200,17200
2019,2,7,2,0,1,0,NA,17200
2019,1,5,2,0,1,0,NA,17200
2019,2,56,1,0,6,1,15000,15000
2019,1,24,3,1,6,1,33000,36200
2019,2,24,3,4,6,3,3200,36200
2019,1,66,1,0,10,3,34200,78500
2019,2,58,1,0,7,1,44300,78500
2019,1,25,1,0,6,1,12000,12000
2019,2,25,1,0,6,1,22000,12000
2019,2,22,1,0,6,1,60000,60000
2019,2,66,1,0,11,1,37000,43100
2019,1,67,2,0,10,1,6100,43100
2019,1,40,2,0,6,1,23000,23000
2019,1,25,1,0,10,1,57200,57200
2019,2,22,1,0,7,1,10900,10900
2019,1,29,1,0,10,1,75000,75000
2019,1,29,1,0,7,1,15500,15500
2019,2,27,1,0,8,1,20000,20000
2019,2,20,1,0,6,1,20000,20000
2019,1,70,1,0,11,3,123000,174100
2019,2,68,1,0,10,3,51100,174100
2019,2,68,1,0,11,3,52460,52460
2019,2,59,1,0,6,1,50000,63000
2019,1,30,1,0,7,3,13000,63000
2019,2,69,1,0,11,3,62800,62800
2019,1,73,1,0,10,3,33000,62800
2019,2,32,1,0,10,1,85000,85000
2019,1,33,1,0,11,1,61000,85000
2019,2,30,1,0,11,1,261050,351050
2019,1,30,1,0,11,1,90000,351050
2019,2,51,1,0,10,1,185000,185000
2019,1,26,1,0,10,1,96000,96000
2019,2,26,1,0,11,1,89000,96000
2019,1,26,1,0,6,1,35000,35000
2019,2,33,1,0,11,1,64000,104000
2019,2,26,1,0,10,1,40000,104000
2019,2,25,2,0,8,1,14000,14000
2019,1,26,2,0,6,1,10500,14000
2019,2,6,2,0,1,0,NA,14000
2019,1,78,2,0,7,3,15000,15000
2019,1,83,1,0,10,3,81200,98700
2019,2,83,1,0,6,3,17500,98700
2019,1,89,1,0,6,3,44100,56400
2019,2,86,1,0,6,3,12300,56400
2019,1,52,1,0,11,1,150000,150000
2019,2,33,1,0,10,3,0,0
2019,1,27,1,0,10,1,70000,70000
2019,2,27,1,0,7,1,10000,70000
2019,1,75,3,0,0,3,191200,191200
2019,1,69,1,0,10,3,23000,23000
2019,1,24,1,0,10,1,35000,35000
2019,1,23,1,0,10,1,28000,28000
2019,1,23,1,0,10,1,45000,45000
2019,2,72,1,0,10,3,21220,21220
2019,2,25,1,0,10,1,11700,11700
2019,1,41,1,0,10,1,135100,135100
2019,2,33,1,0,10,1,80660,80660
2019,1,33,1,0,10,1,28000,32000
2019,2,36,1,0,6,3,4000,32000
2019,2,2,1,0,0,0,NA,32000
2019,1,45,1,0,10,3,476000,521000
2019,2,44,1,0,10,1,45000,521000
2019,1,6,1,0,1,0,NA,521000
2019,2,5,1,0,0,0,NA,521000
2019,2,14,2,0,2,0,NA,521000
2019,1,37,2,0,0,3,10270,18770
2019,2,14,2,0,3,0,NA,18770
2019,1,2,2,0,0,0,NA,18770
2019,2,70,2,0,7,3,8500,18770
2019,1,31,1,0,11,1,33200,164200
2019,2,30,1,0,11,1,131000,164200
2019,1,1,1,0,0,0,NA,164200
2019,1,42,3,0,8,1,55000,71000
2019,2,37,3,0,6,3,13000,71000
2019,2,17,3,0,5,3,3000,71000
2019,2,14,3,0,2,0,NA,71000
2019,2,7,3,0,1,0,NA,71000
2019,1,0,3,0,0,0,NA,71000
2019,2,26,1,0,10,1,28000,28000
2019,1,23,1,0,6,1,33300,33300
2019,1,23,1,0,7,1,18000,18000
2019,2,68,1,0,10,3,16900,56900
2019,1,31,1,0,10,1,40000,56900
2019,1,56,1,0,6,1,98000,98000
2019,2,54,2,0,6,3,9080,9080
2019,1,39,1,0,10,1,82000,147000
2019,2,29,2,0,11,1,65000,147000
2019,1,49,1,0,11,1,476000,476000
2019,1,59,1,0,7,1,58200,58200
2019,1,35,1,0,10,1,8000,8000
2019,1,39,1,0,6,1,50000,50000
2019,1,39,1,0,10,1,52000,52000
2019,2,24,1,0,10,1,44000,84000
2019,1,28,1,0,10,1,40000,84000
2019,1,71,1,0,11,3,21600,21600
2019,2,28,2,0,7,1,33800,66050
2019,1,32,2,0,4,3,32250,66050
2019,2,8,2,0,1,0,NA,66050
2019,1,7,2,0,1,0,NA,66050
2019,2,5,2,0,1,0,NA,66050
2019,2,66,1,0,6,3,27370,27770
2019,1,39,1,0,6,3,400,27770
2019,1,25,1,0,10,1,40000,40000
2019,1,28,1,0,10,1,35000,35000
2019,1,28,1,0,10,1,60000,60000
2019,1,22,1,0,7,1,9500,11000
2019,1,21,1,0,7,1,1500,11000
2019,2,22,1,0,7,1,32000,32000
2019,1,22,3,0,10,3,6000,6000
2019,1,22,1,0,7,2,12000,12000
2019,1,21,1,0,7,1,9000,9000
2019,1,21,1,0,7,1,18000,18000
2019,2,87,1,0,11,3,39800,53500
2019,1,83,1,0,0,3,13700,53500
2019,2,62,1,0,10,1,57000,57000
2019,1,60,1,0,11,1,129000,199000
2019,2,59,1,0,6,1,40000,199000
2019,2,23,1,0,10,1,30000,199000
2019,2,64,1,0,11,3,59100,144800
2019,1,61,2,0,11,1,80200,144800
2019,1,24,2,0,6,1,5500,144800
2019,2,36,1,0,10,1,75000,160000
2019,1,33,1,0,10,1,85000,160000
2019,2,3,1,0,0,0,NA,160000
2019,1,2,1,0,0,0,NA,160000
2019,2,50,1,0,10,3,0,244100
2019,1,52,1,0,11,1,240000,244100
2019,1,17,1,0,5,1,4100,244100
2019,2,15,1,0,3,0,0,244100
2019,1,35,1,0,10,1,2e+05,350000
2019,2,34,1,0,11,1,150000,350000
2019,1,4,1,0,0,0,NA,350000
2019,2,2,1,0,0,0,NA,350000
2019,1,25,1,0,11,1,25900,25900
2019,1,25,1,0,11,1,26000,26000
2019,2,25,1,0,11,1,31800,31800
2019,1,24,3,1,11,1,13000,13000
2019,2,24,1,0,10,1,74000,74000
2019,1,79,1,0,10,3,65400,65400
2019,1,34,3,2,10,1,103000,103000
2019,1,19,3,0,6,3,1500,1500
2019,1,19,1,0,6,3,12000,12000
2019,1,55,1,0,8,1,109000,109000
2019,2,29,1,0,11,1,55000,155000
2019,1,32,1,1,10,1,1e+05,155000
2019,1,59,1,0,10,1,130300,261100
2019,2,60,1,0,10,1,130800,261100
2019,1,55,1,0,10,3,8000,8000
2019,2,44,1,0,10,1,40000,8000
2019,1,10,1,0,1,0,NA,8000
2019,2,58,1,0,7,1,85000,155000
2019,2,29,1,4,10,1,70000,155000
2019,1,30,1,0,8,1,35000,35000
2019,2,76,1,0,6,3,10540,10540
2019,2,43,2,0,1,2,0,16400
2019,1,65,2,0,6,3,16400,16400
2019,1,9,2,0,1,0,NA,16400
2019,1,8,2,0,1,0,NA,16400
2019,1,22,1,0,10,1,21000,21000
2019,2,22,1,0,10,1,15000,21000
2019,1,57,1,0,7,3,40000,40000
2019,1,86,1,0,6,3,30200,84600
2019,2,90,1,0,6,3,8400,84600
2019,2,54,1,0,6,1,46000,84600
2019,2,34,1,0,11,1,72000,194000
2019,1,36,1,0,11,1,122000,194000
2019,2,82,2,0,0,3,8800,8800
2019,2,40,1,0,10,1,39050,39050
2019,2,34,1,0,10,1,47000,47000
2019,2,37,1,0,10,1,80000,80000
2019,1,42,1,0,8,1,92000,80000
2019,2,2,1,0,0,0,NA,80000
2019,1,30,1,0,10,1,72000,72000
2019,1,60,1,0,10,1,90950,90950
2019,2,44,1,0,10,1,65000,65000
2019,1,4,1,0,0,0,NA,65000
2019,2,89,1,0,7,3,51800,51800
2019,2,30,1,3,11,1,215000,269000
2019,1,32,1,0,11,1,54000,269000
2019,2,74,1,0,11,3,178900,276000
2019,1,77,1,0,11,3,97100,276000
2019,2,31,1,0,10,1,30000,30000
2019,2,31,1,0,10,1,8000,30000
2019,2,22,1,0,10,1,36400,36400
2019,1,30,2,0,7,1,15000,15000
2019,1,23,3,0,10,1,25000,25000
2019,1,40,1,0,10,1,1e+05,1e+05
2019,2,30,2,0,11,1,18300,18300
2019,2,38,1,0,10,1,20000,20000
2019,2,29,1,0,11,1,7540,7540
2019,1,67,1,0,10,3,70400,70400
2019,1,74,1,0,6,1,28400,40600
2019,2,71,1,0,10,3,12200,40600
2019,1,74,1,0,7,1,53000,92800
2019,2,70,1,0,10,1,39800,92800
2019,2,38,3,0,6,1,9600,9600
2019,2,19,1,0,7,1,3000,3000
2019,2,20,1,0,7,1,5000,5000
2019,2,19,1,0,7,3,10000,10000
2019,2,19,1,0,7,3,0,0
2019,2,55,2,3,11,1,87000,87000
2019,2,24,3,0,11,1,31700,31700
2019,2,27,1,1,11,1,25000,25000
2019,1,34,1,4,6,1,30000,47400
2019,2,29,1,4,10,1,17400,47400
2019,1,9,1,4,1,0,NA,47400
2019,1,3,1,4,1,0,NA,47400
2019,1,24,1,0,7,1,50000,50000
2019,2,41,2,0,10,1,39000,55300
